manufacturer,made_in,fx,type,jacks_mounted_on,bypass,battery,voltage,polarity,circuit,tube_equipped,weight_in_kg,famous_users,width_in_cm,height_in_cm,depth_in_cm,gtin_14,additional_fx,based_on_famous_model,series,video,special_features,year,colour,serial_number,manufacturer_part_number,gtin_12,url,name
Electro-Harmonix,USA,Delay,Pedal,Sides,True Bypass,No,9,Center Negative,Digital,No,0.45,Flea,10.2,8.9,12.1,00683274010687,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/1-echo/,#1 Echo
Danelectro,China,Fuzz,Pedal,Top,True Bypass,No,9,Center Negative,Analog,,0.27,,5.8,5.8,11.5,00611820001438,Octaver,FOXX Tone Machine,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/3699-fuzz/,3699 Fuzz
Walrus Audio,USA,Overdrive,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.27,,6.6,5.8,12.1,00852732006474,,385 Bell & Howell Projector,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/385-overdrive/,385 Overdrive
Ibanez,Japan,Fuzz,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.28,,5.1,5.5,9.2,04515276966906,,Ibanez OD-850,MINI Series,https://www.youtube.com/watch?v=Na3VosxDxuo,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/ibanez-850-fuzz-mini/,850 Fuzz Mini
BOSS,Taiwan,Acoustic Simulator,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.44,,7.3,5.9,12.9,"04957054401399, 00761294401392",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/acoustic-sim/ac-3-acoustic-simulator/,AC-3 Acoustic Simulator
Earthquaker Devices,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,2.4,,6.3,5.7,11.7,00858933004745,,Sunn Model T,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/earthquaker-acapulco-gold-effects-unit/,Acapulco Gold
Ibanez,Japan,Delay,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.28,"J Mascis, Tash Sultana",5.1,5.5,9.2,04515276838081,,Ibanez AD9,MINI Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/ad-mini/,AD Mini
TC Electronic,China,Chorus,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.50,,7.4,5.8,13.2,04033653014953,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/afterglow-chorus/,Afterglow Chorus
Earthquaker Devices,USA,Reverb,Pedal,Top,True Bypass,No,9,Center Negative,Digital,No,0.40,,6.4,5.7,12.1,00810019911736,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/reverb/afterneath-v3/,Afterneath V3
Anasounds,France,Tremolo,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.50,,12,8,16,03760257570974,Harmonic Tremolo,,,,Spinner Expression Pedal,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/tremolo/ages/,Ages
Aguilar,USA,Overdrive,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.48,"Mikey Way, Justin Meldal Johnsen, Alex Dean, Dick Lövgren, Paulo Jr., Chris Chaney, Tomasz Wróblewski, Rhonda Smith",6.8,5.3,11.3,04017269239764,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/agro/,Agro
Analog Alien,USA,Compressor,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.40,,10,5.8,12.2,,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/alien-comp/,Alien Comp
Analog Alien,USA,"Buffer, Fuzz",Pedal,Sides,"Buffered Bypass, True Bypass",Yes,9,Center Negative,Analog,No,0.40,,10.9,6.1,5.3,04018828001914,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/alien-twister/,Alien Twister
Darkglass Electronics,Finland,Distortion,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.25,,7.5,4.5,11.3,06430054580076,,Darkglass Alpha · Omega,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/alpha-omicron/,Alpha Omicron
Tone City,China,Chorus,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.25,,4.2,5.2,9.3,06970131360110,,,Mini Pedals,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/angel-wing-chorus/,Angel Wing Chorus
Tate FX,UK,Overdrive,Pedal,Top,True Bypass,No,9,Center Negative,Analog,,0.30,,6.6,3.5,12.1,,,,,,Clean Blend,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/antares/,Antares
J. Rockett,USA,Overdrive,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.40,,5.9,3.2,10.2,00851236004238,,Klon Centaur,Tour Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/archer/,Archer
J. Rockett,USA,Overdrive,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.40,,5.9,3.2,10.2,00851236004238,,Klon Centaur,Tour Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/archer-ikon/,Archer Ikon
Universal Audio,Malaysia,Multi-Effect,Pedal,Top,"Buffered Bypass, True Bypass",No,9,Center Negative,Digital,No,0.56,,9.2,6.5,14.1,00819937002861,Modulation,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/multi-effect-unit/astra-modulation-machine/,Astra Modulation Machine
KMA Audio Machines,Germany,Phaser,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.35,,9.2,5.3,11.8,,,MXR Phase 90,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/vibe-and-phase-shifters/astrospurt/,Astrospurt
BOSS,Taiwan,Wah,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.42,,7.3,5.9,12.9,04957054053048,,,,,Talking Wah effect,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/wahs-and-filters/aw-3-dynamic-wah/,AW-3 Dynamic Wah
Danelectro,China,Delay,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,.25,,5.8,5.8,11.5,00611820001414,,,,,Reverse Delay,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/back-talk/,Back Talk
Tone City,China,Overdrive,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.25,,4.2,5.2,9.3,06970131360097,,,Mini Pedals,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bad-horse-overdrive/,Bad Horse Overdrive
Dunlop Electronics,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.23,,8.9,5,8.9,00710137081505,,Tycobrahe Octavia,Authentic Hendrix,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/band-of-gypsys-fuzz-face-mini-distortion/,Band of Gypsys Fuzz Face Mini Distortion
Xotic,USA,"Boost, Overdrive",Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,2.8,,6,5,11.2,00855435005027,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bass-bb-preamp/,Bass BB Preamp
Electro-Harmonix,USA,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.23,,10.2,8.9,12.1,00683274010854,Distortion,EHX Big Muff,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/bass-big-muff-pi/,Bass Big Muff Pi
Höfner,Hungary,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Positive,Analog,No,0.35,,11.9,5,9.2,,,,,,,2016,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/bass-fuzz-limited-edition/,Bass Fuzz Limited Edition
EBS,China,Envelope Filter,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.31,,6.7,4.8,11.5,07332100220204,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/wahs-and-filters/bass-iq/,Bass IQ
Electro-Harmonix,USA,Overdrive,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.42,,7,5.4,11.5,00683274011592,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bass-soul-food/,Bass Soul Food
Keeley,USA,Compressor,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.40,,6.8,5.1,11.2,00854295005239,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/bassist-compressor/,Bassist Compressor
BOSS,Taiwan,Overdrive,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.45,,7.3,5.9,12.9,"00761294506554, 04957054506551",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bb-1x-bass-driver/,BB-1X Bass Driver
BOSS,Taiwan,Compressor,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.45,,7.3,5.9,12.9,"00761294508671, 04957054508678",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/bc-1x-bass-comp/,BC-1X Bass Comp
BOSS,Taiwan,Overdrive,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.36,,7.3,5.9,12.9,"00761294037195, 04957054037192",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bd-2-blues-driver/,BD-2 Blues Driver
BOSS,Taiwan,Overdrive,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.43,"Jim James, Syu",7.3,5.9,12.9,"04957054510435, 00761294510438, 00761294506516",,BOSS BD-2,WAZA CRAFT,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bd-2w-blues-driver/,BD-2W Blues Driver
Earthquaker Devices,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.25,Matt Pike,6.4,5.7,11.7,00858933004639,,,,,,2018-2021,"Black, Orange",,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bellows/,Bellows
JHS Pedals,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.38,,9.2,5.1,14.4,00650415212279,,Silver/Orange Tonebender,Legends Of Fuzz,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/bender/,Bender
BOSS,Taiwan,Flanger,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.42,,7.3,5.9,12.9,"00761294057513, 04957054057510",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/flanger/bf-3-flanger/,BF-3 Flanger
Electro-Harmonix,USA,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.64,,7,5.3,11.4,00683274012087,,EHX Big Muff V4,Big Muff Compacts,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-op-amp/,Big Muff Op-Amp
Electro-Harmonix,,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.70,,14,7.6,17.3,00683274010144,Distortion,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-pi/,Big Muff Pi
Electro-Harmonix,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.70,Billy Corgan,14,7.6,17.3,,Distortion,,,,,1977,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-pi-v4-1977/,Big Muff Pi V4 (1977)
Electro-Harmonix,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,,Analog,No,0.45,,11.5,8,1.6,,,,,,,1969,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-v1/,Big Muff V1
Electro-Harmonix,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,TRS,Analog,,0.70,,12.7,8.25,17.15,,,,,,,1977,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-v3-1977/,Big Muff V3 (1977)
Electro-Harmonix,USA,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.70,,14,7.6,17.3,,,,,,,1979,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-v5-1979/,Big Muff V5 (1979)
Electro-Harmonix,Russia,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.60,,11.8,7,1.65,,,,,,,1994,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-v7c-2nd-edition-1994/,Big Muff V7c 2nd edition (1994)
Electro-Harmonix,Russia,Fuzz,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.60,,12.7,8.25,17.15,,,,,,,1994,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/big-muff-v7c-3rd-edition-1994/,Big Muff V7c 3rd edition (1994)
EBS,China,Overdrive,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.42,Billy Sheehan,8.3,4.8,11.5,07332100380304,Boost,,Signature,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/billy-sheehan-ultimate-signature-drive/,Billy Sheehan Ultimate Signature Drive
Red Witch,New Zealand,"Chorus, Delay",Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.45,,12,5.2,6.3,09421901344245,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/binary-star/,Binary star
Earthquaker Devices,USA,Synth,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.40,,6.4,5.7,11.7,,Octaver,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/guitar-synths/bit-commander-v2/,Bit Commander V2
Anasounds,France,Fuzz,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.28,,6.6,5.9,12,03760257570073,,,,,Dip Switches,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/bitoun-fuzz/,Bitoun Fuzz
EBS,China,Distortion,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.31,,6.1,4.5,11,07332100423100,Overdrive,,Blue Label,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/black-haze-distortion-overdrive/,Black Haze Distortion/Overdrive
Mooer,China,Distortion,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.16,,5.2,4.2,9.4,06943206790099,,,,https://www.youtube.com/watch?v=wvgnmyyXYsE,"Turbo Mode, LM308 Chip",,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/black-secret/,Black Secret
TC Electronic,China,Phaser,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.50,,7.4,5.8,13.2,04033653014854,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/vibe-and-phase-shifters/blood-moon-phaser/,Blood Moon Phaser
Marshall,UK,Overdrive,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.51,John Mayer,11,6.7,14.7,,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/marshall-bluesbreaker-mk1-1992/,Bluesbreaker MK1 (1992)
Ibanez,Japan,Boost,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,2.7,,5.1,5.6,9.6,04549763281784,,Ibanez BB9 Bottom Booster,Mini,,,,White,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/booster-mini/,Booster Mini
E.W.S,Japan,Overdrive,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.24,Eric Gales,11.2,5,6.5,00758353623451,,,,,Boost Switch,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/brute-drive/,Brute Drive
TC Electronic,China,Delay,Pedal,Top,True Bypass,No,9,Center Negative,Analog,No,0.3,,7.5,6.2,13,04033653016971,,,,,Modulation,2020s,Black,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/bucket-brigade-analog-delay/,Bucket Brigade Analog Delay
Analog Alien,USA,Overdrive,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.4,,10,5.8,12.2,,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/bucket-seat/,Bucket Seat
MXR,USA,Delay,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.40,"John Mayer, Billie Joe Armstrong, Zakk Wylde, Billy Gibbons, The Edge, Jim Root, Jeff Beck, Paul Gilbert, Mike McCready",5.9,4.7,11,00710137039544,,Electro-Harmonix Memory Man (Speculated),,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/carbon-copy-analog-delay-m169/,Carbon Copy Analog Delay M169
MXR,USA,Delay,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.40,,6,3.1,12,00710137082328,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/carbon-copy-bright/,Carbon Copy Bright
DOD,China,Fuzz,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,.45,,6.7,5.7,11.9,00691991003929,,,Compact,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/carcosa-fuzz-boutique-overdrive-pedal-from-dod-electronics/,Carcosa Fuzz
Keeley,USA,"Delay, Reverb",Pedal,Top,True Bypass,No,9,Center Negative,Digital,No,0.45,,9.5,5,12,00854295005734,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/caverns/,Caverns
BOSS,Japan,Chorus,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.45,,7.3,5.9,12.9,,,,Compact Series,,,1977,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/ce-2-chorus-ensemble/,CE-2 Chorus Ensemble
BOSS,Taiwan,Chorus,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.45,,7.3,5.9,12.9,"00761294509807, 04957054509804",Vibrato,,Waza Craft Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/ce-2w-chorus/,CE-2W Chorus
BOSS,Taiwan,Chorus,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.41,,7.3,5.9,12.9,04957054022815,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/boss-ce-5-chorus-ensemble/,CE-5 Chorus Ensemble
BOSS,Taiwan,Chorus,Pedal,,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.45,"Jason Newsted, Simon Gallup",7.3,5.9,12.9,"00761294036860, 04957054036867",,,Compact Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/ceb-3-bass-chorus/,CEB-3 Bass Chorus
BOSS,Taiwan,Chorus,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.40,,7.3,5.9,12.9,04957054015190,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/ch-1-super-chorus/,CH-1 Super Chorus
JHS Pedals,USA,Distortion,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.26,,5.6,4.1,12.1,00650415212248,Fuzz,Lovetone Big Cheese,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/cheese-ball/,Cheese Ball
JAM Pedals,Greece,Tremolo,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.23,,7,4.8,11.1,05214001611195,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/tremolo/chill/,Chill
TC Electronic,China,Tremolo,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.50,,7.4,5.8,13.2,04033653015288,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/tremolo/choka-tremolo/,Choka Tremolo
Ibanez,Japan,Chorus,Pedal,Sides,True Bypass,No,9,Center Negative,Analog,No,0.28,,5.1,5.5,9.2,04515276838074,,,MINI Series,https://www.youtube.com/watch?v=u2lkqz9GPk4,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/chorus-mini/,Chorus Mini
Aguilar,USA,Chorus,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.48,"Paulo Jr., Dallon Weekes",6.8,5.3,13.3,04017269335794,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/chorusaurus/,Chorusaurus
TC Electronic,China,Overdrive,Pedal,Top,True Bypass,Yes,,Center Negative,Analog,No,0.50,,7.4,5.8,13.2,04033653014946,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/cinders-overdrive/,Cinders Overdrive
Aclam,Spain,Overdrive,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.41,,13.6,5.5,8.7,08436552761908,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/cinnamon-drive/,Cinnamon Drive
Carl Martin,China,Chorus,Pedal,Top,Buffered Bypass,No,9,Center Negative,Analog,No,0.35,Kendall Gilder,9.5,5.6,12,00852940000301,,,Vintage Series,,,,Purple,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/classic-chorus/,Classic Chorus
Carl Martin,China,Flanger,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Hybrid,No,0.35,Doug Wimbish,9.5,5.6,12,00852940000547,,,Vintage Series,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/flanger/classic-flange/,Classic Flange
Carl Martin,China,Compressor,Pedal,Top,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.35,,9.5,5.6,12,00852940000554,,,Vintage Series,,,,Blue,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/classic-opto-compressor/,Classic Opto Compressor
Vox,Italy,Wah,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.9,,10.3,9.2,25.5,,,,,,,1968,Black,5369,,,https://www.tonepedia.com/catalog/effects-and-pedals/wahs-and-filters/clyde-mccoy-wah-1968/,Clyde McCoy Wah (1968)
Keeley,USA,Compressor,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.50,,6.8,5.1,11.2,00854295005703,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/compressor-plus/,Compressor Plus
Way Huge,USA,Overdrive,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.27,,6,5,10,,Boost,Klon,,,,2010's,Gold,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/conspiracy-theory/,Conspiracy Theory
Vox,Vietnam,Overdrive,Pedal,Sides,True Bypass,Yes,9,Center Negative,"Analog, Digital",Yes,0.35,,7.2,5.5,12,04959112198364,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/copperhead-drive/,Copperhead Drive
TC Electronic,Thailand,Chorus,Pedal,Sides,True Bypass,No,9,Center Negative,Digital,No,0.19,"John Petrucci, John Konesky, Eric Johnson",4.8,9.3,4.8,05706622019653,,,,,"TonePrint, Analog-Dry-Through design",,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/corona-mini-chorus/,Corona Mini Chorus
BOSS,Taiwan,Compressor,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.45,,7.3,5.9,12.9,"00761294510049, 04957054510046",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/cp-1x-compressor/,CP-1X Compressor
Diamond Pedals,Canada,Compressor,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.40,,9.8,5.4,11.9,04250503846001,,,,,EQ control for overall frequency balance shifting,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/diamond-cpr1-compressor/,CPR1 Compressor
JHS Pedals,USA,Fuzz,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.38,,14.4,5.1,9.2,00650415212262,,Red Army Overdrive,Legends Of Fuzz,,Vintage / Modern Modes,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/crimson/,Crimson
Joyo,China,Overdrive,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.29,,6.2,5.6,11.8,06943206700302,,MI Audio Crunch Box,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/crunch-distortion/,Crunch Distortion
BOSS,Taiwan,Compressor,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.40,,7.3,5.9,12.9,"00761294012857, 04957054012854",,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/compression-and-sustain/cs-3-compression-sustainer/,CS-3 Compression Sustainer
Vox,Vietnam,Distortion,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,Yes,0.35,,-7.2,5.5,12,04058059215872,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/cutting-edge/,Cutting Edge
KHDK,USA,Distortion,Pedal,Top,True Bypass,Yes,9,Center Negative,Analog,No,0.4,Kirk Hammet,6.5,4,12,00866640000141,,,Kirk Hammett Signature Series,,,2020's,"Black, Red",,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/dark-blood/,Dark Blood
TC Electronic,Thailand,Distortion,Pedal,Sides,True Bypass,Yes,9,Center Negative,Analog,No,0.23,,7.2,5,12.2,05706622010445,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/distortion/dark-matter/,Dark Matter
Keeley,USA,"Delay, Fuzz, Phaser, Rotary, Vibe",Pedal,Top,True Bypass,No,9,Center Negative,Digital,No,0.42,,9.9,5.3,12,00854295005635,,,,,,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/fuzz/dark-side/,Dark Side
Carl Martin,China,Overdrive,Pedal,Top,Buffered Bypass,No,9,Center Negative,Analog,No,0.35,,6,5,11.5,00852940000530,,,Vintage Series,,Reg-Fat switch for gain variety,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/overdrive-and-boost/dc-drive/,DC Drive
BOSS,Taiwan,Chorus,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Analog,No,0.45,,7.3,5.9,12.9,04957054513528,,"BOSS DC-2, Roland SDD-320",WAZA CRAFT,,Stereo Input & Output,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/chorus-and-vibrato/dc-2w-dimension-c/,DC-2W Dimension C
BOSS,Taiwan,Delay,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.46,"Dave Grohl, Slash, Matthew Bellamy, Tom Morello, Dan Auerbach, Thom Yorke, Joe Satriani, Joe Bonamassa, Adam Jones, Josh Klinghoffer, Prince",7.3,5.9,12.9,"00761294024874, 04957054024871",,,Digital Delay Series,,Hold function,1986-2019,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dd-3-digital-delay/,DD-3 Digital Delay
BOSS,Malaysia,Delay,Pedal,Sides,Buffered Bypass,Yes,9,Center Negative,Digital,No,0.42,Yngwie Malmsteen,7.3,5.9,12.9,"00761294515068, 04957054515065",,DD-3,Compact,,Tap Tempo,,,,,,https://www.tonepedia.com/catalog/effects-and-pedals/delay/dd-3t-digital-delay/,DD-3T Digital Delay
